Split,Strategie,Endwert,CAGR,Vola,Sharpe,Sortino,MaxDD,Orders,Gebuehren
test,1/N Buy & Hold,13994.58199596405,0.1334332179643265,0.08804129709538927,1.4691331175149185,1.8793242900144393,-0.11370845879596969,9,9.0
test,1/N rebal. alle 21T,13696.199517250061,0.1243901996177319,0.08318878162258482,1.4533566681707606,1.8442139697441544,-0.11663250031160743,130,130.0
test,100% EUNL.DE B&H,15435.408180236816,0.17512705181787735,0.13503672619678975,1.2648640244484683,1.5319646590875182,-0.21642257840950951,1,1.0
test,PPO seed 42,15007.369571685791,0.16286456021707707,0.13915928176637868,1.155895521400135,1.404749582522249,-0.2239574294530109,8,8.0
test,PPO seed 43,13986.228642463684,0.1328025399338879,0.12146152285579914,1.0891244513277558,1.3707678109989347,-0.1696902562896767,13,13.0
test,PPO seed 44,15693.699462890623,0.18235384589841108,0.14669088623224036,1.2174309547141233,1.505691700973784,-0.2330876364844695,1,1.0
test,PPO seed 45,15607.843046188353,0.17994552840845301,0.14120224479535337,1.2446879042007948,1.5323309498751407,-0.22453156230849558,8,8.0
test,PPO seed 46,15693.699462890623,0.18235384589841108,0.14669088623224036,1.2174309547141233,1.505691700973784,-0.2330876364844695,1,1.0
test,PPO seed 47,12606.422610282898,0.08990369698310552,0.09100245710320465,0.993095993168988,1.1997456282222532,-0.10562493922351346,38,38.0
test,PPO seed 48,14984.576839447021,0.1622078116532728,0.13863489691800765,1.1556401849253501,1.43027522353119,-0.2113637327585446,22,22.0
test,PPO seed 49,15989.42828655243,0.19058639112232334,0.1177407579283575,1.5431577810202985,2.028864484589805,-0.11200477117640961,38,38.0
valid,PPO seed 42,11739.380332946777,0.171725329169919,0.10134052025584482,1.62093083285085,2.4094232942617224,-0.07005311457750996,8,8.0
valid,PPO seed 43,11350.85131263733,0.1333943450369981,0.07798900013980535,1.6511045380503273,2.768703546468633,-0.059716343219479606,15,15.0
valid,PPO seed 44,11949.320602416992,0.19243109700289396,0.11518696118857835,1.5917778338400732,2.478964753110649,-0.06941950983885259,2,2.0
valid,PPO seed 45,11780.0149974823,0.17573333967887583,0.10676293526036856,1.5759692243805083,2.4576000402569607,-0.0704288892698337,8,8.0
valid,PPO seed 46,11971.442072868347,0.1946126195479725,0.11396689101569943,1.6237117340873828,2.551049153344557,-0.07090987440050611,9,9.0
valid,PPO seed 47,10164.64562702179,0.016269294804023282,0.05245667401128535,0.3349779598655676,0.5831820010372627,-0.04177511430504033,42,42.0
valid,PPO seed 48,11008.478258132935,0.09960417404863953,0.08670250095342412,1.1428235299769882,1.708553083154221,-0.07549602743894013,25,25.0
valid,PPO seed 49,10507.379492759705,0.050126316941459415,0.060450450112959575,0.8424837678215118,1.2684009030809806,-0.051334197246777125,25,25.0
