Split,Strategie,Endwert,CAGR,Vola,Sharpe,Sortino,MaxDD,Orders,Gebuehren
test,1/N Buy & Hold,16145.637535095215,0.19427078608643655,0.1428085717798606,1.3169386403783747,1.6726827191990234,-0.20056766451579155,2,0.0
test,1/N rebal. alle 21T,16206.465511322021,0.19593622395604138,0.14206462610228396,1.3329177618858097,1.6954265604484087,-0.2002580902851443,45,0.0
test,100% EUNL.DE B&H,15436.408180236816,0.17455409550235235,0.13483922647200816,1.262889186016856,1.5296760773982316,-0.2164062056800643,1,0.0
test,PPO seed 42,16927.567893981934,0.21538663468535635,0.17308202203359507,1.2157033457719602,1.611768109981083,-0.19188569123457422,11,0.0
test,PPO seed 43,16903.879678726196,0.21475606189700303,0.1736238279768277,1.2094547134811766,1.6050054149561228,-0.19161937792561434,11,0.0
test,PPO seed 44,15446.880195617676,0.17484932243435303,0.13470850628259604,1.2658531037706209,1.5328882101959092,-0.21623489888997927,2,0.0
test,PPO seed 45,17052.823919296265,0.21871171155887392,0.17350161925761695,1.2289652307292336,1.627399926562209,-0.19156862109355022,8,0.0
test,PPO seed 46,15624.1180305481,0.179827015818242,0.1608126287701099,1.110711990546057,1.4390399364797282,-0.1716250404202706,679,0.0
test,PPO seed 47,14759.559310913084,0.155198481759375,0.12553294031361917,1.214250422860673,1.431552019400237,-0.20701113295060258,1180,0.0
test,PPO seed 48,16440.88811302185,0.20231804750045135,0.15833893508804836,1.245025540045148,1.6262183164349397,-0.1749928389551173,743,0.0
test,PPO seed 49,16848.405420303345,0.21327717514878985,0.1526648485607197,1.3450443057713601,1.7893690895569845,-0.19359281420918562,59,0.0
valid,PPO seed 42,10452.643154144287,0.04472006152745167,0.12226560070387109,0.42016126130358267,0.7191374018595569,-0.09491770821673595,9,0.0
valid,PPO seed 43,10446.080030441284,0.04407180579623926,0.12273551072368576,0.4139376962513041,0.7109134667174009,-0.09497655030242125,13,0.0
valid,PPO seed 44,11808.486289978027,0.17854151594180645,0.1078268499595515,1.5837302138156253,2.4196242167413833,-0.07156004603793176,2,0.0
valid,PPO seed 45,10336.123140335083,0.03321038063752746,0.12158604706254189,0.3303447968441903,0.5619750162918086,-0.09443787801142012,11,0.0
valid,PPO seed 46,10345.463016510012,0.034133016342512645,0.11167504019500399,0.35738355975950786,0.6086478201872411,-0.09066745118448427,237,0.0
valid,PPO seed 47,11717.60018157959,0.16957697122787163,0.10626415883287314,1.533272325109622,2.3595411006430673,-0.07117074795065625,7,0.0
valid,PPO seed 48,10565.744995117188,0.055890656403823735,0.1079953272904814,0.5594025972951108,0.9582019853947665,-0.07881346754579788,285,0.0
valid,PPO seed 49,10665.163055419922,0.0657085993752835,0.1132049461443766,0.6208508778641506,1.0082473470558255,-0.08191760983187668,10,0.0
