Split,Strategie,Endwert,CAGR,Vola,Sharpe,Sortino,MaxDD,Orders,Gebuehren
test,1/N Buy & Hold,13994.58199596405,0.1334332179643265,0.08804129709538927,1.2441999778012285,1.5915884081848906,-0.11370845879596969,9,9.0
test,1/N taeglich rebalanciert,12843.467171669006,0.0978437312982221,0.08364781601134595,0.9229272280244135,1.1594632309556343,-0.12272563077367837,942,942.0
test,100% EUNL.DE B&H,15435.408180236816,0.17512705181787735,0.1350367261967898,1.1182120288182444,1.3543442428628394,-0.21642257840950962,1,1.0
test,PPO seed 42,15419.795234680176,0.17464145248665752,0.09930196970775941,1.474188474807565,1.8237119234495347,-0.12756819988168255,58,58.0
valid,PPO seed 42,10363.448146820068,0.035909642213428405,0.07032030802480316,0.2571400708160927,0.37919070615716916,-0.04193033926181844,62,62.0
