EUNL.DE,IS3N.DE
-15,-25
23,2
-23,-40
21,45
-21,-14
26,1
-26,-31
21,45
-21,-45
21,45
-21,-39
19,45
-19,-29
13,45
-13,-24
21,1
-21,-26
14,45
-14,-29
24,2
-24,-31
19,45
-19,-29
13,45
-13,-24
21,2
-21,-31
16,45
-16,-27
25,0
-25,-29
19,45
-19,-23
12,45
-12,-28
21,2
-21,-43
19,45
-19,-39
17,45
-17,-23
25,2
-25,-46
25,45
-25,-31
20,45
-20,-8
23,0
-23,-40
21,45
-21,-8
24,0
-24,-46
24,45
-24,-34
21,45
-21,-46
21,45
-21,-42
20,45
-20,-32
16,45
-16,-41
14,45
-14,-39
13,45
-13,-29
22,2
-22,-52
24,45
-24,-51
26,45
-26,-91
38,58
-38,-27
31,45
-31,-80
39,58
-39,-16
29,45
-29,-52
32,45
-32,-27
26,45
-26,-35
22,45
-22,-34
18,45
-18,-32
14,45
-14,-29
24,0
-24,-35
20,45
-20,-18
10,45
-10,-26
19,2
-19,-31
13,45
-13,-29
24,1
-24,-31
18,45
-18,-41
17,45
-17,-30
11,45
-11,-58
17,45
-17,-18
23,0
-23,-51
25,45
-25,-54
28,45
-28,-46
28,45
-28,-59
34,45
-34,-34
30,45
-30,-41
28,45
-28,-49
29,45
-29,-42
27,45
-27,-51
30,45
-30,-35
26,45
-26,-57
30,45
-30,-47
31,45
-31,-58
36,47
-36,-28
29,45
-29,-87
40,58
-40,-17
30,45
-30,-76
37,58
-37,-38
33,45
-33,-85
40,58
-40,-75
40,58
19,-26
-42,-98
52,51
8,1
-69,-22
52,51
2,-85
35,1
-47,36
33,0
-59,-19
47,52
-69,-18
52,52
-43,-100
52,51
13,0
-54,-18
53,21
-69,-16
52,51
-43,-100
52,51
12,0
-59,-21
52,38
-49,-30
60,0
-53,-13
58,1
-48,-14
53,1
-40,17
33,2
-55,-3
55,2
-57,1
56,2
-60,-1
60,0
-47,-20
55,0
-48,19
40,1
-59,-1
59,2
-68,-9
52,51
-68,-16
52,52
-42,-62
52,39
-63,-28
52,51
-41,-98
52,51
8,2
-69,-21
52,51
-10,-61
39,1
-52,-22
60,0
-50,20
42,1
-61,-4
43,52
-44,-51
43,52
-39,-32
51,1
-66,-15
52,51
-47,-51
52,41
-64,-17
50,52
-46,-82
52,51
7,-2
-38,-95
52,51
-20,-53
41,2
-49,26
39,0
-46,22
37,2
-52,-11
55,2
-50,-13
54,2
-49,15
43,1
-57,-6
59,1
-60,-3
57,11
-49,-12
53,1
-51,-12
55,1
-50,17
43,1
-50,-13
55,2
-60,-17
60,16
-46,-1
46,2
-61,-7
