EUNL.DE,IS3N.DE
0,70
0,70
0,70
0,70
7,49
-7,-19
0,19
0,20
0,-20
0,20
0,-26
0,27
0,-18
0,17
0,-27
0,27
0,-26
0,26
0,-25
0,25
0,-26
0,26
0,-19
0,19
0,-20
0,19
0,-24
0,24
0,-26
0,26
0,-19
0,18
0,-27
0,27
0,-20
0,20
0,-18
0,18
0,-19
0,19
0,-19
0,19
0,-21
0,21
0,-19
0,19
0,-19
0,19
0,-19
0,19
0,-19
0,19
0,-19
0,19
0,-19
0,19
0,-19
0,19
0,-19
0,18
0,-21
0,21
0,-19
0,19
0,-19
0,19
0,-19
0,19
0,-19
0,19
0,-19
0,19
0,-19
0,19
0,-18
0,18
0,-18
0,18
0,-19
0,19
0,-19
0,18
0,-19
0,19
0,-19
0,19
0,-19
0,19
0,-19
0,19
0,-19
0,19
0,-19
0,19
0,-19
0,19
0,-19
0,19
0,-19
0,19
0,-19
0,18
0,-17
0,18
0,-19
0,19
0,-19
0,19
0,-19
0,19
0,-19
0,19
0,-19
0,18
0,-17
0,17
0,-13
0,13
0,-11
0,11
0,-12
0,12
0,-13
0,13
0,-15
0,15
0,-18
0,18
0,-17
0,17
0,-17
0,17
0,-17
0,16
0,-11
0,11
0,-13
0,13
0,-12
0,12
0,-18
0,18
0,-15
0,15
0,-19
0,19
0,-19
0,19
0,-17
0,17
0,-18
0,19
0,-18
0,17
0,-18
0,18
0,-18
0,18
0,-19
0,19
0,-19
0,18
0,-17
0,17
0,-18
0,18
0,-19
0,19
0,-18
0,18
0,-18
0,18
0,-19
0,19
0,-19
0,19
0,-19
0,19
0,-19
0,19
0,-19
0,19
0,-19
0,19
0,-18
0,18
0,-18
0,17
0,-11
0,11
0,-12
0,12
0,-11
0,11
0,-15
0,15
0,-14
0,14
0,-10
0,10
0,-10
0,10
0,-10
0,10
0,-10
0,9
0,-15
0,15
0,-12
0,12
0,-14
0,14
0,-12
0,12
0,-12
0,12
0,-12
0,12
0,-10
0,10
0,-10
0,10
0,-12
0,12
0,-13
0,13
0,-10
0,10
0,-10
