Split,Strategie,Endwert,CAGR,Vola,Sharpe,Sortino,MaxDD,Orders,Gebuehren
test,1/N Buy & Hold,1229.4330015182495,0.0818094037712811,0.06042110064964889,1.0060183703981007,1.2732349951944937,-0.07398256617562593,5,5.0
test,1/N rebal. alle 21T,1199.7760028839111,0.07203554195963191,0.051630647238122045,0.9916589003961019,1.2975500990785445,-0.06785318813787033,32,32.0
test,100% EUNL.DE B&H,1538.1479187011719,0.17399222127604297,0.13420835852458124,1.117065330243292,1.3530757264098041,-0.21521360276835977,1,1.0
test,PPO seed 42,1437.9049949645996,0.1445252576553191,0.1195272540630422,1.025523006655263,1.2439535366820618,-0.1853361655185496,8,8.0
test,PPO seed 43,1032.5209865570068,0.01196608602870386,0.04204478036457996,-0.1666613203734132,-0.17207018271370397,-0.053694059614617706,16,16.0
test,PPO seed 44,1535.839988708496,0.1729009401698649,0.12811323167339506,1.1566483421235187,1.432003404489092,-0.19380531078759233,3,3.0
test,PPO seed 45,1519.859951019287,0.16835012349793077,0.14085010809517698,1.0365896464310584,1.266223540283995,-0.22778974331424884,3,3.0
test,PPO seed 46,1044.4545106887817,0.016297570054670807,0.032468070909161,-0.09505529679456733,-0.13568403163307202,-0.02676132819409416,5,5.0
test,PPO seed 47,1370.362461090088,0.12424041880289582,0.16195125076909886,0.6829449220372107,0.8284033464071323,-0.15937706719294864,27,27.0
test,PPO seed 48,1339.4209899902344,0.1147377989616507,0.0967302006549063,0.968483256008722,1.191773154280791,-0.16038038283820566,9,9.0
test,PPO seed 49,1584.3050365447998,0.186523568376729,0.12761707063769637,1.2512511144706908,1.6064606160011317,-0.13407840022964734,11,11.0
valid,PPO seed 42,1103.0500221252441,0.10177797800555766,0.08058927577231688,1.002083896852279,1.420785484838288,-0.06978348432871206,9,9.0
valid,PPO seed 43,1000.0,0.0,0.0,,,0.0,0,0.0
valid,PPO seed 44,1095.9920196533203,0.0948107916366614,0.09690086880120027,0.7825524220670648,1.190405368857423,-0.077706835830045,5,5.0
valid,PPO seed 45,1154.070053100586,0.1521261354141621,0.09921507767548367,1.2830996938773007,1.966245905445331,-0.06510783044165502,4,4.0
valid,PPO seed 46,997.0124979019165,-0.0029524069502644412,0.05637016378428466,-0.37593054891732536,-0.7271359109777803,-0.0488647339088365,13,13.0
valid,PPO seed 47,1022.5465173721313,0.022278331357732162,0.051728536631557236,0.07056215387939926,0.11137861517154521,-0.04131065084738883,26,26.0
valid,PPO seed 48,1138.5900287628174,0.1368527863334832,0.08581965979199814,1.3128197078205308,1.9402547790713291,-0.06189870441539913,6,6.0
valid,PPO seed 49,1022.0285024642944,0.02176654348035667,0.07673661654066728,0.06190034798015445,0.08469866271284852,-0.07767305104084232,11,11.0
